product_key,product_name,total_quantity,initial_stock,reorder_point,current_stock,inventory_turnover,days_inventory_outstanding
1409,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",23,1810,452.5,1787,0.01270718232044199,28723.91304347826
1410,Portable Personal File Box,19,1145,286.25,1126,0.016593886462882096,21996.052631578947
1411,"SAFCO Commercial Wire Shelving, 72h",24,1230,307.5,1206,0.01951219512195122,18706.25
1412,"Fellowes Mobile File Cart, Black",40,667,166.75,627,0.05997001499250375,6086.375
1413,Tennsco Single-Tier Lockers,28,1109,277.25,1081,0.025247971145175834,14456.607142857143
1414,Advantus Rolling Storage Box,27,767,191.75,740,0.035202086049543675,10368.703703703704
1415,"Personal Folder Holder, Ebony",14,1320,330.0,1306,0.010606060606060607,34414.28571428571
1416,"Belkin 19"" Vented Equipment Shelf, Black",31,954,238.5,923,0.03249475890985325,11232.580645161292
1417,Plastic Stacking Crates & Casters,8,1405,351.25,1397,0.0056939501779359435,64103.12499999999
1418,Desktop 3-Pocket Hot File,5,1924,481.0,1919,0.002598752598752599,140452.0
1419,Acco Perma 3000 Stacking Storage Drawers,43,1421,355.25,1378,0.030260380014074596,12061.976744186046
1420,Eldon Gobal File Keepers,24,1480,370.0,1456,0.016216216216216217,22508.333333333332
1421,High Speed Automatic Electric Letter Opener,11,1999,499.75,1988,0.005502751375687844,66330.45454545454
1422,Compact Automatic Electric Letter Opener,26,1201,300.25,1175,0.02164862614487927,16860.192307692305
1423,Acme Forged Steel Scissors with Black Enamel Handles,32,1133,283.25,1101,0.02824360105913504,12923.28125
1424,Acco Side-Punched Conventional Columnar Pads,15,629,157.25,614,0.02384737678855326,15305.666666666666
1425,Premier Automatic Letter Opener,14,1519,379.75,1505,0.009216589861751152,39602.5
1426,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",36,1886,471.5,1850,0.019088016967126194,19121.94444444444
1427,Staple remover,21,1318,329.5,1297,0.015933232169954476,22908.09523809524
1428,Fiskars Home & Office Scissors,11,1192,298.0,1181,0.009228187919463088,39552.72727272727
1429,Acme Elite Stainless Steel Scissors,12,1815,453.75,1803,0.006611570247933884,55206.25
1430,Kleencut Forged Office Shears by Acme United Corporation,5,1894,473.5,1889,0.0026399155227032735,138262.0
1431,Fiskars Softgrip Scissors,28,1293,323.25,1265,0.02165506573859242,16855.178571428572
1432,Staple remover,24,528,132.0,504,0.045454545454545456,8030.0
1433,Acme Value Line Scissors,22,648,162.0,626,0.033950617283950615,10750.909090909092
1434,Acme Office Executive Series Stainless Steel Trimmers,21,1819,454.75,1798,0.01154480483782298,31615.95238095238
1435,Staple remover,16,510,127.5,494,0.03137254901960784,11634.375
1436,Acme Rosewood Handle Letter Opener,12,1175,293.75,1163,0.010212765957446808,35739.583333333336
1437,Serrated Blade or Curved Handle Hand Letter Openers,9,1636,409.0,1627,0.005501222493887531,66348.88888888889
1438,Acme Preferred Stainless Steel Scissors,16,686,171.5,670,0.023323615160349854,15649.375
1439,Acme Kleen Earth Office Shears,12,1306,326.5,1294,0.009188361408882083,39724.166666666664
1440,Acme Box Cutter Scissors,31,1243,310.75,1212,0.0249396621078037,14635.322580645161
1441,Fiskars Spring-Action Scissors,6,1750,437.5,1744,0.0034285714285714284,106458.33333333334
1442,"Acme 10"" Easy Grip Assistive Scissors",26,1833,458.25,1807,0.014184397163120567,25732.5
1443,Martin Yale Chadless Opener Electric Letter Opener,22,597,149.25,575,0.03685092127303183,9904.772727272726
1444,Letter Slitter,4,554,138.5,550,0.007220216606498195,50552.5
1445,Premier Electric Letter Opener,24,1122,280.5,1098,0.0213903743315508,17063.75
1446,Stiletto Hand Letter Openers,17,1163,290.75,1146,0.014617368873602751,24970.29411764706
1447,Acme Serrated Blade Letter Opener,5,1257,314.25,1252,0.003977724741447892,91761.0
1448,Acme Stainless Steel Office Snips,13,905,226.25,892,0.014364640883977901,25409.615384615383
1449,Acme Tagit Stainless Steel Antibacterial Scissors,22,568,142.0,546,0.03873239436619718,9423.636363636364
1450,"Fiskars 8"" Scissors, 2/Pack",14,1835,458.75,1821,0.007629427792915531,47841.07142857143
1451,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",7,1812,453.0,1805,0.003863134657836645,94482.85714285713
1452,Martin-Yale Premier Letter Opener,20,1250,312.5,1230,0.016,22812.5
1453,Acme Titanium Bonded Scissors,13,1671,417.75,1658,0.007779772591262717,46916.53846153846
1454,Acme Softgrip Scissors,23,1990,497.5,1967,0.011557788944723618,31580.434782608696
1455,Acme Design Stainless Steel Bent Scissors,13,1767,441.75,1754,0.007357102433503113,49611.92307692308
1456,Acme Kleencut Forged Steel Scissors,7,1457,364.25,1450,0.004804392587508579,75972.14285714286
1457,"Elite 5"" Scissors",24,864,216.0,840,0.027777777777777776,13140.0
1458,Acme Galleria Hot Forged Steel Scissors with Colored Handles,13,981,245.25,968,0.013251783893985729,27543.46153846154
1459,"Maxell 74 Minute CD-R Spindle, 50/Pack",24,700,175.0,676,0.03428571428571429,10645.833333333332
1460,Microsoft Natural Ergonomic Keyboard 4000,19,653,163.25,634,0.02909647779479326,12544.473684210527
1461,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,29,1973,493.25,1944,0.01469842878864673,24832.58620689655
1462,Sony 64GB Class 10 Micro SDHC R40 Memory Card,27,572,143.0,545,0.0472027972027972,7732.592592592593
1463,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",12,1212,303.0,1200,0.009900990099009901,36865.0
1464,Kingston Digital DataTraveler 8GB USB 2.0,9,795,198.75,786,0.011320754716981131,32241.666666666668
1465,Sabrent 4-Port USB 2.0 Hub,15,1540,385.0,1525,0.00974025974025974,37473.333333333336
1466,Logitech M510 Wireless Mouse,7,1740,435.0,1733,0.004022988505747126,90728.57142857143
1467,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,24,560,140.0,536,0.04285714285714286,8516.666666666666
1468,KeyTronic KT800P2 - Keyboard - Black,6,1438,359.5,1432,0.004172461752433936,87478.33333333333
1469,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",12,541,135.25,529,0.022181146025878003,16455.416666666668
1470,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,21,524,131.0,503,0.04007633587786259,9107.619047619048
1471,Kensington Expert Mouse Optical USB Trackball for PC or Mac,20,1562,390.5,1542,0.012804097311139564,28506.5
1472,SanDisk Cruzer 4 GB USB Flash Drive,5,630,157.5,625,0.007936507936507936,45990.0
1473,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",8,1752,438.0,1744,0.0045662100456621,79935.0
1474,Logitech G13 Programmable Gameboard with LCD Display,14,607,151.75,593,0.023064250411861616,15825.357142857141
1475,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,20,671,167.75,651,0.029806259314456036,12245.75
1476,Maxell DVD-RAM Discs,18,1958,489.5,1940,0.009193054136874362,39703.88888888889
1477,Logitech G600 MMO Gaming Mouse,21,601,150.25,580,0.03494176372712146,10445.952380952382
1478,Logitech Gaming G510s - Keyboard,31,1365,341.25,1334,0.02271062271062271,16071.774193548388
1479,WD My Passport Ultra 500GB Portable External Hard Drive,12,1023,255.75,1011,0.011730205278592375,31116.25
1480,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,22,774,193.5,752,0.028423772609819122,12841.363636363636
1481,NETGEAR RangeMax WNR1000 Wireless Router,3,1567,391.75,1564,0.0019144862795149968,190651.66666666666
1482,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,17,1316,329.0,1299,0.012917933130699088,28255.29411764706
1483,Imation Bio 2GB USB Flash Drive Imation Corp,16,1456,364.0,1440,0.01098901098901099,33215.0
1484,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,13,1540,385.0,1527,0.008441558441558441,43238.46153846154
1485,Logitech ClearChat Comfort/USB Headset H390,19,829,207.25,810,0.022919179734620022,15925.526315789475
1486,Micro Innovations Wireless Classic Keyboard with Mouse,4,511,127.75,507,0.007827788649706457,46628.75
1487,Sony 16GB Class 10 Micro SDHC R40 Memory Card,16,1841,460.25,1825,0.008690928843020097,41997.81250000001
1488,Logitech Trackman Marble Mouse,28,715,178.75,687,0.039160839160839164,9320.535714285714
1489,Microsoft Wireless Mobile Mouse 4000,15,838,209.5,823,0.017899761336515514,20391.333333333332
1490,First Data FD10 PIN Pad,24,1160,290.0,1136,0.020689655172413793,17641.666666666668
1491,Memorex Micro Travel Drive 8 GB,26,1604,401.0,1578,0.016209476309226933,22517.69230769231
1492,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,18,873,218.25,855,0.020618556701030927,17702.5
1493,Enermax Briskie RF Wireless Keyboard and Mouse Combo,24,1475,368.75,1451,0.016271186440677966,22432.291666666668
1494,Case Logic 2.4GHz Wireless Keyboard,27,1209,302.25,1182,0.022332506203473945,16343.888888888889
1495,Logitech Wireless Touch Keyboard K400,15,1723,430.75,1708,0.008705745792222866,41926.333333333336
1496,Enermax Aurora Lite Keyboard,21,965,241.25,944,0.021761658031088083,16772.619047619046
1497,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,14,1612,403.0,1598,0.008684863523573201,42027.142857142855
1498,SanDisk Cruzer 64 GB USB Flash Drive,34,1791,447.75,1757,0.018983807928531545,19226.911764705885
1499,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,17,988,247.0,971,0.01720647773279352,21212.941176470587
1500,SanDisk Cruzer 16 GB USB Flash Drive,10,546,136.5,536,0.018315018315018316,19929.0
1501,Logitech K350 2.4Ghz Wireless Keyboard,25,1811,452.75,1786,0.013804527885146328,26440.6
1502,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",26,1277,319.25,1251,0.020360219263899765,17927.115384615383
1503,Dell Slim USB Multimedia Keyboard,5,1539,384.75,1534,0.003248862897985705,112347.0
1504,Logitech Wireless Performance Mouse MX for PC and Mac,21,1210,302.5,1189,0.017355371900826446,21030.95238095238
1505,KeyTronic KT400U2 - Keyboard - Black,15,900,225.0,885,0.016666666666666666,21900.0
1506,Logitech MX Performance Wireless Mouse,23,1480,370.0,1457,0.015540540540540541,23486.95652173913
1507,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,25,1609,402.25,1584,0.015537600994406464,23491.4
1508,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,45,749,187.25,704,0.06008010680907877,6075.222222222223
1509,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,26,890,222.5,864,0.029213483146067417,12494.23076923077
1510,Logitech Wireless Anywhere Mouse MX for PC and Mac,11,834,208.5,823,0.013189448441247002,27673.636363636364
1511,Logitech Wireless Headset h800,32,1128,282.0,1096,0.028368794326241134,12866.25
1512,Microsoft Arc Touch Mouse,7,636,159.0,629,0.0110062893081761,33162.857142857145
1513,Kensington Orbit Wireless Mobile Trackball for PC and Mac,33,1382,345.5,1349,0.023878437047756874,15285.757575757576
1514,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,11,1187,296.75,1176,0.009267059814658803,39386.818181818184
1515,Logitech Wireless Gaming Headset G930,21,1326,331.5,1305,0.01583710407239819,23047.14285714286
1516,Memorex Micro Travel Drive 16 GB,39,1226,306.5,1187,0.03181076672104405,11474.102564102563
1517,AmazonBasics 3-Button USB Wired Mouse,14,1093,273.25,1079,0.012808783165599268,28496.07142857143
1518,Logitech G19 Programmable Gaming Keyboard,60,1746,436.5,1686,0.03436426116838488,10621.5
1519,Microsoft Natural Keyboard Elite,29,1489,372.25,1460,0.019476158495634655,18740.862068965514
1520,Rosewill 107 Normal Keys USB Wired Standard Keyboard,9,871,217.75,862,0.010332950631458095,35323.88888888889
1521,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,25,1434,358.5,1409,0.017433751743375175,20936.399999999998
1522,Imation Clip USB flash drive - 8 GB,25,1494,373.5,1469,0.01673360107095047,21812.4
1523,Imation Bio 8GB USB Flash Drive Imation Corp,16,901,225.25,885,0.017758046614872364,20554.0625
1524,KeyTronic E03601U1 - Keyboard - Beige,18,1966,491.5,1948,0.009155645981688708,39866.11111111111
1525,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,44,1114,278.5,1070,0.03949730700179533,9241.136363636364
1526,"Maxell 74 Minute CDR, 10/Pack",26,1796,449.0,1770,0.014476614699331848,25213.076923076926
1527,Logitech Media Keyboard K200,16,1682,420.5,1666,0.009512485136741973,38370.625
1528,HP Standard 104 key PS/2 Keyboard,20,1675,418.75,1655,0.011940298507462687,30568.75
1529,Maxell CD-R Discs,9,1494,373.5,1485,0.006024096385542169,60590.0
1530,Sony 8GB Class 10 Micro SDHC R40 Memory Card,3,1119,279.75,1116,0.002680965147453083,136145.0
1531,SanDisk Cruzer 32 GB USB Flash Drive,20,687,171.75,667,0.02911208151382824,12537.75
1532,Razer Kraken PRO Over Ear PC and Music Headset,30,1621,405.25,1591,0.01850709438618137,19722.166666666668
1533,Maxell 4.7GB DVD-R,49,630,157.5,581,0.07777777777777778,4692.857142857143
1534,Maxell 4.7GB DVD-RW 3/Pack,27,1304,326.0,1277,0.020705521472392636,17628.14814814815
1535,Imation Swivel Flash Drive USB flash drive - 8 GB,5,1694,423.5,1689,0.0029515938606847697,123662.0
1536,Logitech G602 Wireless Gaming Mouse,29,1435,358.75,1406,0.020209059233449476,18061.206896551725
1537,Belkin QODE FastFit Bluetooth Keyboard,9,1485,371.25,1476,0.006060606060606061,60225.0
1538,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),22,682,170.5,660,0.03225806451612903,11315.0
1539,"Logitech Wireless Boombox Speaker - portable - wireless, wired",4,1482,370.5,1478,0.002699055330634278,135232.5
1540,Belkin Standard 104 key USB Keyboard,21,863,215.75,842,0.02433371958285052,14999.761904761905
1541,Plantronics Audio 478 Stereo USB Headset,34,538,134.5,504,0.06319702602230483,5775.588235294118
1542,WD My Passport Ultra 2TB Portable External Hard Drive,35,996,249.0,961,0.035140562248995984,10386.857142857143
1543,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",14,1872,468.0,1858,0.007478632478632479,48805.71428571428
1544,Logitech Wireless Marathon Mouse M705,30,1481,370.25,1451,0.02025658338960162,18018.833333333332
1545,WD My Passport Ultra 1TB Portable External Hard Drive,17,1420,355.0,1403,0.011971830985915493,30488.235294117647
1546,Logitech G105 Gaming Keyboard,14,1920,480.0,1906,0.007291666666666667,50057.142857142855
1547,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,13,1221,305.25,1208,0.010647010647010647,34281.92307692308
1548,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,35,1684,421.0,1649,0.020783847980997625,17561.714285714286
1549,Kingston Digital DataTraveler 16GB USB 2.0,57,515,128.75,458,0.11067961165048544,3297.8070175438597
1550,Micro Innovations USB RF Wireless Keyboard with Mouse,18,992,248.0,974,0.018145161290322582,20115.555555555555
1551,Logitech G35 7.1-Channel Surround Sound Headset,17,1949,487.25,1932,0.008722421754746024,41846.17647058824
1552,Memorex Froggy Flash Drive 8 GB,32,1631,407.75,1599,0.019619865113427344,18603.59375
1553,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,2,1393,348.25,1391,0.0014357501794687725,254222.5
1554,Plantronics S12 Corded Telephone Headset System,23,1973,493.25,1950,0.011657374556512924,31310.652173913044
1555,Enermax Acrylux Wireless Keyboard,29,810,202.5,781,0.03580246913580247,10194.827586206897
1556,Memorex Micro Travel Drive 4 GB,11,1238,309.5,1227,0.008885298869143781,41079.090909090904
1557,Belkin F8E887 USB Wired Ergonomic Keyboard,21,1693,423.25,1672,0.012404016538688719,29425.952380952378
1558,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,26,1045,261.25,1019,0.024880382775119617,14670.192307692309
1559,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,15,913,228.25,898,0.01642935377875137,22216.333333333332
1560,Maxell 4.7GB DVD+R 5/Pack,13,750,187.5,737,0.017333333333333333,21057.69230769231
1561,Kingston Digital DataTraveler 32GB USB 2.0,22,1258,314.5,1236,0.017488076311605722,20871.36363636364
1562,Micropad Numeric Keypads,15,1664,416.0,1649,0.009014423076923076,40490.66666666667
1563,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,20,1797,449.25,1777,0.011129660545353366,32795.25
1564,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",25,1939,484.75,1914,0.012893243940175348,28309.4
1565,Logitech Illuminated - Keyboard,20,1562,390.5,1542,0.012804097311139564,28506.5
1566,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",14,1313,328.25,1299,0.010662604722010662,34231.78571428572
1567,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,52,528,132.0,476,0.09848484848484848,3706.153846153846
1568,Lenovo 17-Key USB Numeric Keypad,13,1457,364.25,1444,0.008922443376801648,40908.07692307692
1569,Maxell 4.7GB DVD-R 5/Pack,21,976,244.0,955,0.02151639344262295,16963.809523809523
1570,Logitech P710e Mobile Speakerphone,75,817,204.25,742,0.09179926560587515,3976.066666666667
1571,Logitech Z-906 Speaker sys - home theater - 5.1-CH,17,744,186.0,727,0.0228494623655914,15974.117647058823
1572,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,18,1247,311.75,1229,0.014434643143544507,25286.38888888889
1573,Logitech Wireless Headset H600 Over-The-Head Design,10,1196,299.0,1186,0.008361204013377926,43654.0
1574,KeyTronic 6101 Series - Keyboard - Black,10,771,192.75,761,0.01297016861219196,28141.5
1575,SanDisk Cruzer 8 GB USB Flash Drive,4,1963,490.75,1959,0.0020376974019358125,179123.75
1576,Logitech diNovo Edge Keyboard,31,1762,440.5,1731,0.017593643586833144,20746.129032258064
1577,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,29,876,219.0,847,0.033105022831050226,11025.517241379312
1578,Memorex Froggy Flash Drive 4 GB,14,765,191.25,751,0.018300653594771243,19944.642857142855
1579,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,31,1425,356.25,1394,0.02175438596491228,16778.225806451614
1580,Hypercom P1300 Pinpad,21,1420,355.0,1399,0.014788732394366197,24680.95238095238
1581,Logitech Keyboard K120,12,1882,470.5,1870,0.006376195536663124,57244.16666666667
1582,Cherry 142-key Programmable Keyboard,4,839,209.75,835,0.004767580452920143,76558.75
1583,Microsoft Sculpt Comfort Mouse,42,888,222.0,846,0.0472972972972973,7717.142857142857
1584,Logitech Desktop MK120 Mouse and keyboard Combo,50,1076,269.0,1026,0.046468401486988845,7854.8
1585,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,14,502,125.5,488,0.027888446215139442,13087.857142857143
1586,Maxell LTO Ultrium - 800 GB,41,1952,488.0,1911,0.021004098360655737,17377.56097560976
1587,Logitech G700s Rechargeable Gaming Mouse,25,1665,416.25,1640,0.015015015015015015,24309.0
1588,First Data TMFD35 PIN Pad,4,875,218.75,871,0.004571428571428572,79843.75
1589,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",30,823,205.75,793,0.03645200486026731,10013.166666666668
1590,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,32,645,161.25,613,0.04961240310077519,7357.03125
1591,Maxell iVDR EX 500GB Cartridge,10,792,198.0,782,0.012626262626262626,28908.0
1592,Sony 32GB Class 10 Micro SDHC R40 Memory Card,12,931,232.75,919,0.01288936627282492,28317.916666666664
1593,Maxell 4.7GB DVD+RW 3/Pack,17,1204,301.0,1187,0.014119601328903655,25850.588235294115
1594,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,18,1448,362.0,1430,0.012430939226519336,29362.222222222223
1595,Logitech Illuminated Ultrathin Keyboard with Backlighting,3,1084,271.0,1081,0.0027675276752767526,131886.6666666667
1596,V7 USB Numeric Keypad,16,898,224.5,882,0.017817371937639197,20485.625
1597,"Maxell Pro 80 Minute CD-R, 10/Pack",24,1316,329.0,1292,0.0182370820668693,20014.166666666668
1598,Memorex Micro Travel Drive 32 GB,12,1867,466.75,1855,0.006427423674343867,56787.91666666667
1599,Imation 30456 USB Flash Drive 8GB,23,1463,365.75,1440,0.01572112098427888,23217.17391304348
1600,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,13,1663,415.75,1650,0.007817197835237523,46691.92307692308
1601,Plantronics Audio 995 Wireless Stereo Headset,18,686,171.5,668,0.026239067055393587,13910.555555555555
1602,Kingston Digital DataTraveler 64GB USB 2.0,6,560,140.0,554,0.010714285714285714,34066.666666666664
1603,Hewlett Packard 310 Color Digital Copier,16,1438,359.5,1422,0.011126564673157162,32804.375
1604,Canon Imageclass D680 Copier / Fax,16,1903,475.75,1887,0.008407777193904361,43412.1875
1605,Hewlett Packard LaserJet 3310 Copier,38,1209,302.25,1171,0.03143093465674111,11612.763157894737
1606,Sharp 1540cs Digital Laser Copier,10,1306,326.5,1296,0.007656967840735069,47669.0
1607,Canon PC940 Copier,15,1963,490.75,1948,0.007641365257259297,47766.333333333336
1608,Canon PC-428 Personal Copier,25,1842,460.5,1817,0.013572204125950055,26893.199999999997
1609,Hewlett Packard 610 Color Digital Copier / Printer,21,1825,456.25,1804,0.011506849315068493,31720.238095238095
1610,Canon PC1080F Personal Copier,11,1867,466.75,1856,0.0058918050348152114,61950.454545454544
1611,Canon Image Class D660 Copier,7,510,127.5,503,0.013725490196078431,26592.857142857145
1612,Canon PC1060 Personal Laser Copier,19,1585,396.25,1566,0.011987381703470032,30448.684210526313
1613,Sharp AL-1530CS Digital Copier,17,725,181.25,708,0.023448275862068966,15566.176470588234
1614,Brother DCP1000 Digital 3 in 1 Multifunction Machine,19,1676,419.0,1657,0.011336515513126491,32196.84210526316
1615,Canon imageCLASS 2200 Advanced Copier,20,1063,265.75,1043,0.01881467544684854,19399.75
1616,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,8,1271,317.75,1263,0.006294256490952006,57989.375
1617,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",4,1833,458.25,1829,0.002182214948172395,167261.25
1618,Zebra ZM400 Thermal Label Printer,6,1384,346.0,1378,0.004335260115606936,84193.33333333334
1619,Panasonic KX MB2061 Multifunction Printer,10,1766,441.5,1756,0.0056625141562853904,64459.0
1620,Cubify CubeX 3D Printer Double Head Print,9,1889,472.25,1880,0.004764425622022234,76609.44444444444
1621,Texas Instruments TI-34 Scientific Calculator,12,1853,463.25,1841,0.0064759848893685915,56362.083333333336
1622,Bady BDG101FRU Card Printer,14,1630,407.5,1616,0.008588957055214725,42496.428571428565
1623,Lexmark S315 Color Inkjet Printer,5,725,181.25,720,0.006896551724137931,52925.0
1624,Texas Instrument TI-15 Fraction Calculator,8,1324,331.0,1316,0.006042296072507553,60407.5
1625,Lexmark MX611dhe Monochrome Laser Printer,18,717,179.25,699,0.02510460251046025,14539.166666666666
1626,Cisco 9971 IP Video Phone Charcoal,16,1436,359.0,1420,0.011142061281337047,32758.75
1627,"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",3,1252,313.0,1249,0.0023961661341853034,152326.6666666667
1628,Okidata MB760 Printer,7,1005,251.25,998,0.006965174129353234,52403.57142857143
1629,Canon PC170 Desktop Personal Copier,6,758,189.5,752,0.0079155672823219,46111.666666666664
1630,Socket Bluetooth Cordless Hand Scanner (CHS),3,553,138.25,550,0.0054249547920434,67281.66666666667
1631,"3D Systems Cube Printer, 2nd Generation, Magenta",11,1570,392.5,1559,0.0070063694267515925,52095.454545454544
1632,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",12,1226,306.5,1214,0.009787928221859706,37290.833333333336
1633,Swingline SM12-08 MicroCut Jam Free Shredder,22,1188,297.0,1166,0.018518518518518517,19710.0
1634,Cisco Desktop Collaboration Experience DX650 IP Video Phone,5,1622,405.5,1617,0.0030826140567200987,118406.0
1635,Lexmark MarkNet N8150 Wireless Print Server,6,1543,385.75,1537,0.0038885288399222295,93865.83333333333
1636,Zebra GK420t Direct Thermal/Thermal Transfer Printer,6,918,229.5,912,0.006535947712418301,55845.0
1637,Okidata C610n Printer,2,1189,297.25,1187,0.001682085786375105,216992.5
1638,Okidata C331dn Printer,12,1349,337.25,1337,0.008895478131949592,41032.083333333336
1639,"3D Systems Cube Printer, 2nd Generation, White",3,561,140.25,558,0.0053475935828877,68255.0
1640,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",4,1668,417.0,1664,0.002398081534772182,152205.0
1641,Cisco CP-7937G Unified IP Conference Station Phone,4,715,178.75,711,0.005594405594405594,65243.75
1642,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,10,502,125.5,492,0.0199203187250996,18323.0
1643,Cisco TelePresence System EX90 Videoconferencing Unit,6,659,164.75,653,0.009104704097116844,40089.166666666664
1644,Fellowes Powershred HS-440 4-Sheet High Security Shredder,17,1280,320.0,1263,0.01328125,27482.352941176472
1645,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,2,1643,410.75,1641,0.0012172854534388314,299847.5
1646,NeatDesk Desktop Scanner & Digital Filing System,2,1392,348.0,1390,0.0014367816091954023,254040.0
1647,Ativa MDM8000 8-Sheet Micro-Cut Shredder,11,1612,403.0,1601,0.006823821339950372,53489.090909090904
1648,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,2,828,207.0,826,0.0024154589371980675,151110.0
1649,Ricoh - Ink Collector Unit for GX3000 Series Printers,14,1079,269.75,1065,0.012974976830398516,28131.07142857143
1650,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",3,1880,470.0,1877,0.0015957446808510637,228733.33333333334
1651,I.R.I.S IRISCard Anywhere 5 Card Scanner,3,1790,447.5,1787,0.0016759776536312849,217783.33333333334
1652,Wasp CCD Handheld Bar Code Reader,3,1451,362.75,1448,0.002067539627842867,176538.33333333334
1653,Hewlett-Packard 300S Scientific Calculator,10,1846,461.5,1836,0.005417118093174431,67379.0
1654,Okidata B400 Printer,3,1134,283.5,1131,0.0026455026455026454,137970.0
1655,DYMO CardScan Personal V9 Business Card Scanner,11,1487,371.75,1476,0.007397444519166106,49341.36363636363
1656,Okidata C610n Printer,3,1718,429.5,1715,0.0017462165308498253,209023.33333333334
1657,Hewlett-Packard Deskjet D4360 Printer,4,1420,355.0,1416,0.0028169014084507044,129575.0
1658,"Vtech AT&T CL2940 Corded Speakerphone, Black",3,1237,309.25,1234,0.002425222312045271,150501.66666666666
1659,Okidata B401 Printer,3,1855,463.75,1852,0.0016172506738544475,225691.66666666666
1660,Xerox WorkCentre 6505DN Laser Multifunction Printer,7,669,167.25,662,0.01046337817638266,34883.57142857143
1661,Panasonic KX MC6040 Color Laser Multifunction Printer,5,1020,255.0,1015,0.004901960784313725,74460.0
1662,Penpower WorldCard Pro Card Scanner,1,1986,496.5,1985,0.0005035246727089627,724890.0
1663,Cisco 8961 IP Phone Charcoal,3,539,134.75,536,0.0055658627087198514,65578.33333333333
1664,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,6,1784,446.0,1778,0.0033632286995515697,108526.66666666666
1665,Hewlett-Packard Desktjet 6988DT Refurbished Printer,5,1918,479.5,1913,0.0026068821689259644,140014.0
1666,Hewlett-Packard Deskjet 5550 Printer,3,1454,363.5,1451,0.0020632737276478678,176903.33333333334
1667,Ativa V4110MDD Micro-Cut Shredder,11,1749,437.25,1738,0.006289308176100629,58035.0
1668,Zebra GX420t Direct Thermal/Thermal Transfer Printer,14,1483,370.75,1469,0.009440323668240054,38663.92857142857
