order_key,order_id,order_date,date_key,customer_key,location_key,product_key,sales,quantity,discount,profit,lead_time_days
7298,CA-2015-101126,2015-02-10,329,554,464,1325,77.24,5,0.2,7.724,4
7299,CA-2014-163468,2014-11-18,265,381,205,344,292.1,4,0.5,-175.26,3
7300,CA-2014-163468,2014-11-18,265,381,205,188,8.544,2,0.6,-7.476,3
7301,CA-2014-163468,2014-11-18,265,381,205,34,424.116,6,0.3,-30.294,3
7302,CA-2014-163468,2014-11-18,265,381,205,836,2.892,3,0.8,-4.9164,3
7303,CA-2014-163468,2014-11-18,265,381,205,1290,381.72,5,0.2,-66.801,3
7304,US-2017-117450,2017-09-04,1126,229,144,112,97.184,2,0.2,6.074,4
7305,US-2017-117450,2017-09-04,1126,229,144,1036,10.368,2,0.2,3.6288,4
7306,CA-2014-137274,2014-03-29,64,508,538,337,890.841,3,0.3,-152.7156,4
7307,CA-2016-144092,2016-11-05,862,464,93,1524,72.0,4,0.0,12.96,2
7308,CA-2016-144092,2016-11-05,862,464,93,133,113.888,2,0.2,9.9652,2
7309,CA-2016-144092,2016-11-05,862,464,93,859,158.13,3,0.0,77.4837,2
7310,CA-2017-112172,2017-06-10,1049,528,390,940,14.13,3,0.0,0.7065,4
7311,CA-2015-121699,2015-08-10,472,68,296,832,64.75,5,0.0,29.1375,4
7312,CA-2015-162761,2015-10-09,518,676,160,644,1.872,2,0.7,-1.3104,4
7313,CA-2015-162761,2015-10-09,518,676,160,741,11.214,2,0.7,-8.5974,4
7314,CA-2015-162761,2015-10-09,518,676,160,529,37.376,8,0.2,7.4752,4
7315,CA-2016-121377,2016-05-28,720,756,218,1743,286.4,1,0.2,25.06,5
7316,CA-2017-115322,2017-05-11,1023,792,390,620,43.92,3,0.0,12.7368,5
7317,CA-2016-132066,2016-10-16,845,554,390,329,142.182,1,0.4,-37.9152,4
7318,CA-2017-158120,2017-11-17,1195,429,452,1209,19.608,3,0.2,6.6177,4
7319,CA-2017-158120,2017-11-17,1195,429,452,750,4.158,7,0.7,-3.465,4
7320,CA-2017-100097,2017-11-26,1204,529,390,1764,979.95,5,0.0,264.5865,3
7321,CA-2017-100097,2017-11-26,1204,529,390,265,135.3,5,0.0,37.884,3
7322,CA-2017-167626,2017-09-03,1125,550,202,1218,8.904,3,0.2,3.339,4
7323,CA-2017-167626,2017-09-03,1125,550,202,1580,100.8,2,0.2,21.42,4
7324,US-2017-126053,2017-12-05,1213,173,390,203,41.96,2,0.0,10.9096,3
7325,US-2017-126053,2017-12-05,1213,173,390,996,9.45,3,0.0,4.536,3
7326,US-2017-128447,2017-11-10,1188,493,584,467,400.8,5,0.0,112.224,7
7327,US-2017-128447,2017-11-10,1188,493,584,697,28.792,1,0.2,10.0772,7
7328,US-2014-131275,2014-03-18,55,669,36,303,111.0,2,0.0,14.43,6
7329,US-2014-131275,2014-03-18,55,669,36,1633,1279.968,4,0.2,415.9896,6
7330,US-2014-131275,2014-03-18,55,669,36,1294,1856.19,7,0.0,334.1142,6
7331,CA-2016-149349,2016-11-12,869,709,202,173,22.752,6,0.6,-8.532,1
7332,CA-2017-115119,2017-10-26,1173,675,463,1723,61.542,1,0.4,-13.3341,4
7333,CA-2017-115119,2017-10-26,1173,675,463,762,81.438,7,0.7,-65.1504,4
7334,CA-2015-125563,2015-04-11,374,608,176,180,67.36,2,0.2,10.104,6
7335,CA-2015-125563,2015-04-11,374,608,176,141,54.528,3,0.2,14.3136,6
7336,CA-2015-113152,2015-12-25,589,379,390,1518,843.9,2,0.0,371.316,5
7337,CA-2015-113152,2015-12-25,589,379,390,23,449.568,2,0.2,56.196,5
7338,CA-2017-165155,2017-09-21,1142,92,64,1419,15.51,1,0.0,3.8775,2
7339,CA-2014-163412,2014-12-20,295,703,390,133,192.186,3,0.1,36.3018,3
7340,CA-2015-159590,2015-07-18,455,420,390,574,5.76,2,0.0,1.6128,3
7341,CA-2014-116190,2014-07-26,164,689,179,58,67.88,2,0.0,18.3276,6
7342,CA-2014-116190,2014-07-26,164,689,179,981,162.89,13,0.0,76.5583,6
7343,CA-2014-116190,2014-07-26,164,689,179,162,25.71,3,0.0,9.2556,6
7344,CA-2014-168473,2014-12-26,300,739,390,1305,191.88,6,0.0,19.188,6
7345,CA-2017-168389,2017-12-11,1219,238,154,368,721.875,6,0.45,-420.0,6
7346,CA-2017-168389,2017-12-11,1219,238,154,1813,73.568,4,0.2,-16.5528,6
7347,CA-2017-168389,2017-12-11,1219,238,154,540,13.584,1,0.2,1.3584,6
7348,CA-2017-168389,2017-12-11,1219,238,154,52,64.784,1,0.2,-12.147,6
7349,CA-2014-130421,2014-03-03,45,668,522,430,176.772,3,0.8,-459.6072,4
7350,CA-2017-142125,2017-10-21,1169,341,598,650,38.82,6,0.0,19.41,6
7351,CA-2017-142125,2017-10-21,1169,341,598,775,21.9,5,0.0,10.512,6
7352,CA-2017-141138,2017-11-10,1188,300,67,1508,111.79,7,0.0,43.5981,6
7353,CA-2017-152135,2017-03-16,972,503,431,1811,445.44,8,0.4,-81.664,2
7354,CA-2016-151974,2016-09-22,823,633,464,1007,16.52,5,0.2,5.369,7
7355,CA-2017-154102,2017-02-06,943,704,91,1113,29.9,5,0.0,13.455,7
7356,CA-2015-139780,2015-12-31,595,35,296,807,116.4,8,0.0,52.38,2
7357,CA-2016-114748,2016-10-09,839,551,16,515,1.408,1,0.2,0.1584,5
7358,CA-2016-114748,2016-10-09,839,551,16,187,169.568,2,0.2,0.0,5
7359,US-2014-115189,2014-12-30,304,46,464,1758,251.964,6,0.4,-50.3928,4
7360,US-2014-115189,2014-12-30,304,46,464,371,523.764,3,0.4,-192.0468,4
7361,CA-2016-163594,2016-04-12,679,360,64,1077,19.44,3,0.0,9.3312,2
7362,CA-2016-163594,2016-04-12,679,360,64,52,194.352,3,0.2,-36.441,2
7363,CA-2016-163594,2016-04-12,679,360,64,787,36.624,3,0.2,13.734,2
7364,CA-2016-127243,2016-11-28,885,237,464,1846,340.182,3,0.4,-73.7061,6
7365,CA-2016-127243,2016-11-28,885,237,464,938,12.672,8,0.2,2.6928,6
7366,CA-2016-127243,2016-11-28,885,237,464,765,6.888,2,0.7,-5.0512,6
7367,CA-2016-127243,2016-11-28,885,237,464,1366,32.544,2,0.2,-7.7292,6
7368,CA-2016-127243,2016-11-28,885,237,464,94,347.802,7,0.3,-24.843,6
7369,CA-2017-161851,2017-04-15,1000,100,160,833,15.57,3,0.7,-11.937,2
7370,CA-2015-110345,2015-03-09,347,748,414,961,4.608,2,0.2,1.6704,2
7371,CA-2014-107769,2014-10-28,246,112,251,1720,257.98,2,0.0,74.8142,4
7372,US-2017-123862,2017-01-07,920,359,63,1317,153.78,11,0.0,44.5962,2
7373,US-2017-123862,2017-01-07,920,359,63,1366,61.02,3,0.0,0.6102,2
7374,US-2017-123862,2017-01-07,920,359,63,1458,110.11,7,0.0,31.9319,2
7375,US-2017-123862,2017-01-07,920,359,63,933,7.89,1,0.0,3.5505,2
7376,CA-2017-100580,2017-08-13,1105,518,90,640,36.024,3,0.2,11.7078,7
7377,US-2017-145597,2017-11-02,1180,298,197,540,54.336,4,0.2,5.4336,3
7378,CA-2014-132787,2014-09-19,208,495,587,1335,92.52,6,0.0,24.9804,4
7379,CA-2015-136224,2015-05-31,418,524,406,585,10.272,3,0.2,1.1556,0
7380,CA-2016-105732,2016-09-13,815,19,347,1302,40.74,3,0.0,0.4074,5
7381,CA-2016-105732,2016-09-13,815,19,347,1010,14.4,5,0.0,7.056,5
7382,CA-2016-105732,2016-09-13,815,19,347,1737,149.95,5,0.0,41.986,5
7383,CA-2016-105732,2016-09-13,815,19,347,1457,16.9,2,0.0,5.07,5
7384,CA-2016-105732,2016-09-13,815,19,347,1162,17.61,3,0.0,8.4528,5
7385,CA-2016-105732,2016-09-13,815,19,347,407,378.0,2,0.0,136.08,5
7386,CA-2016-105732,2016-09-13,815,19,347,1134,17.64,3,0.0,8.6436,5
7387,CA-2016-105732,2016-09-13,815,19,347,1412,373.08,6,0.0,100.7316,5
7388,CA-2016-105732,2016-09-13,815,19,347,266,1336.44,14,0.0,387.5676,5
7389,CA-2016-105732,2016-09-13,815,19,347,1856,29.97,3,0.0,0.2997,5
7390,CA-2017-108035,2017-11-29,1207,770,482,56,390.368,2,0.2,48.796,4
7391,CA-2017-108035,2017-11-29,1207,770,482,285,101.52,5,0.2,19.035,4
7392,CA-2017-160031,2017-12-04,1212,477,427,1033,74.352,3,0.2,23.235,3
7393,CA-2017-147844,2017-05-02,1015,202,64,1198,15.7,5,0.0,7.065,4
7394,CA-2017-147844,2017-05-02,1015,202,64,525,59.52,3,0.0,15.4752,4
7395,CA-2017-147844,2017-05-02,1015,202,64,1184,34.4,5,0.0,15.824,4
7396,CA-2016-110975,2016-12-25,910,190,390,351,313.176,2,0.4,-120.0508,5
7397,CA-2016-110975,2016-12-25,910,190,390,109,866.646,3,0.1,173.3292,5
7398,CA-2014-141649,2014-09-30,219,223,427,445,795.408,6,0.2,59.6556,0
7399,CA-2014-124807,2014-07-12,153,499,202,1108,35.856,9,0.2,12.9978,3
7400,CA-2014-124807,2014-07-12,153,499,202,1543,23.84,4,0.2,3.278,3
7401,CA-2016-110009,2016-09-08,810,760,587,246,43.13,1,0.0,14.6642,5
7402,CA-2016-110009,2016-09-08,810,760,587,1179,30.87,7,0.0,14.2002,5
7403,CA-2017-168172,2017-08-06,1100,693,390,1442,70.12,4,0.0,21.036,4
7404,CA-2015-100146,2015-05-14,403,128,37,40,509.9575,5,0.15,41.9965,5
7405,CA-2015-100146,2015-05-14,403,128,37,207,122.91,3,0.0,34.4148,5
7406,CA-2015-100146,2015-05-14,403,128,37,113,97.568,2,0.2,-6.098,5
7407,CA-2015-100146,2015-05-14,403,128,37,125,722.352,3,0.2,81.2646,5
7408,CA-2017-152079,2017-01-20,929,521,202,967,11.52,5,0.2,4.176,1
7409,CA-2016-129728,2016-05-30,722,367,64,252,167.84,8,0.0,11.7488,7
7410,CA-2014-121769,2014-04-08,74,408,441,369,172.11,1,0.4,-94.6605,4
7411,CA-2014-103058,2014-07-23,162,19,390,1494,99.98,2,0.0,7.9984,1
7412,CA-2017-121125,2017-05-30,1040,507,458,1736,156.792,1,0.2,17.6391,4
7413,CA-2017-121125,2017-05-30,1040,507,458,1525,35.36,2,0.2,-3.094,4
7414,CA-2017-121125,2017-05-30,1040,507,458,170,13.592,1,0.2,-0.3398,4
7415,US-2016-114013,2016-03-13,652,680,464,122,386.68,2,0.3,-5.524,2
7416,US-2016-114013,2016-03-13,652,680,464,1471,379.96,5,0.2,47.495,2
7417,US-2016-114013,2016-03-13,652,680,464,1727,539.91,3,0.4,-116.9805,2
7418,US-2016-114013,2016-03-13,652,680,464,1289,41.24,5,0.2,13.9185,2
7419,US-2016-114013,2016-03-13,652,680,464,818,51.897,1,0.7,-41.5176,2
7420,US-2016-114013,2016-03-13,652,680,464,1376,552.56,5,0.2,-138.14,2
7421,US-2016-114013,2016-03-13,652,680,464,734,23.16,5,0.7,-15.44,2
7422,US-2016-114013,2016-03-13,652,680,464,1398,126.08,2,0.2,-28.368,2
7423,US-2016-114013,2016-03-13,652,680,464,1633,449.1,3,0.7,-643.71,2
7424,CA-2017-135069,2017-04-10,995,109,464,376,195.104,4,0.2,21.9492,4
7425,CA-2017-135069,2017-04-10,995,109,464,278,36.672,3,0.2,6.4176,4
7426,CA-2016-101693,2016-06-25,745,456,522,66,85.246,2,0.3,-6.089,2
7427,CA-2016-101693,2016-06-25,745,456,522,279,32.712,2,0.6,-26.1696,2
7428,US-2014-164763,2014-03-17,54,511,328,661,11.43,3,0.0,5.3721,4
7429,US-2014-164763,2014-03-17,54,511,328,651,30.44,2,0.0,14.9156,4
7430,US-2014-164763,2014-03-17,54,511,328,1215,12.96,2,0.0,6.3504,4
7431,US-2014-164763,2014-03-17,54,511,328,1202,16.0,4,0.0,7.68,4
7432,US-2014-164763,2014-03-17,54,511,328,458,32.67,3,0.0,8.4942,4
7433,CA-2014-161249,2014-08-09,175,634,16,941,4.464,3,0.2,-0.9486,4
7434,CA-2014-161249,2014-08-09,175,634,16,679,9.345,5,0.7,-6.5415,4
7435,CA-2015-148180,2015-07-26,461,100,75,661,9.144,3,0.2,3.0861,5
7436,CA-2015-148180,2015-07-26,461,100,75,770,23.136,6,0.2,8.3868,5
7437,CA-2015-148180,2015-07-26,461,100,75,544,99.2,5,0.0,25.792,5
7438,CA-2014-165568,2014-02-15,33,81,587,674,21.36,5,0.2,7.209,4
7439,CA-2015-145457,2015-03-24,360,165,576,276,46.9,5,0.0,13.132,3
7440,US-2017-163657,2017-09-02,1124,386,64,643,18.72,5,0.2,6.552,4
7441,US-2017-163657,2017-09-02,1124,386,64,372,236.528,2,0.2,-2.9566,4
7442,CA-2015-120446,2015-11-16,552,368,90,986,18.9,3,0.0,8.694,2
7443,CA-2014-109932,2014-12-09,286,784,503,1130,10.688,2,0.2,3.7408,2
7444,CA-2014-109932,2014-12-09,286,784,503,1291,237.096,3,0.2,20.7459,2
7445,CA-2017-127474,2017-02-03,940,635,202,1087,5.184,1,0.2,1.8144,4
7446,CA-2017-127474,2017-02-03,940,635,202,1084,65.584,2,0.2,23.7742,4
7447,CA-2017-127474,2017-02-03,940,635,202,303,22.2,1,0.6,-26.085,4
7448,CA-2017-127474,2017-02-03,940,635,202,1047,419.4,5,0.2,146.79,4
7449,CA-2017-115448,2017-11-11,1189,515,489,290,88.92,5,0.2,14.4495,3
7450,CA-2017-105669,2017-09-17,1138,695,522,483,9.912,3,0.2,3.2214,5
7451,CA-2017-105669,2017-09-17,1138,695,522,111,318.43,5,0.3,-77.333,5
7452,CA-2017-105669,2017-09-17,1138,695,522,736,5.8,5,0.8,-10.15,5
7453,CA-2017-105669,2017-09-17,1138,695,522,1769,1415.76,6,0.2,88.485,5
7454,CA-2017-134796,2017-06-25,1062,289,198,1811,148.48,2,0.2,16.704,6
7455,CA-2016-137743,2016-07-30,774,430,202,993,9.248,4,0.2,3.1212,5
7456,CA-2016-137743,2016-07-30,774,430,202,1354,1036.624,2,0.2,51.8312,5
7457,CA-2015-137974,2015-04-16,378,465,572,1751,569.64,2,0.0,148.1064,2
7458,CA-2015-137974,2015-04-16,378,465,572,675,9.14,1,0.0,4.57,2
7459,CA-2015-137974,2015-04-16,378,465,572,183,1196.86,7,0.0,119.686,2
7460,CA-2015-137974,2015-04-16,378,465,572,8,523.26,9,0.0,125.5824,2
7461,US-2015-136987,2015-04-11,374,49,64,1608,639.968,4,0.2,215.9892,3
7462,US-2015-136987,2015-04-11,374,49,64,1204,52.76,2,0.0,24.2696,3
7463,CA-2015-138485,2015-02-27,339,572,587,1519,538.92,9,0.0,80.838,2
7464,CA-2016-103709,2016-09-08,810,469,107,577,14.88,2,0.0,3.72,7
7465,CA-2016-103709,2016-09-08,810,469,107,1274,34.24,8,0.0,15.408,7
7466,CA-2016-103709,2016-09-08,810,469,107,1333,261.74,2,0.0,65.435,7
7467,CA-2016-138282,2016-05-19,711,35,64,405,87.84,8,0.0,23.7168,4
7468,CA-2017-148985,2017-11-11,1189,734,64,182,34.92,4,0.0,11.8728,4
7469,CA-2014-138100,2014-09-15,205,1,390,1043,14.94,3,0.0,7.0218,5
7470,CA-2014-138100,2014-09-15,205,1,390,225,14.56,2,0.0,6.2608,5
7471,CA-2015-100734,2015-09-15,499,14,464,744,3.576,4,0.7,-2.8608,5
7472,CA-2015-100734,2015-09-15,499,14,464,1347,147.184,2,0.2,-29.4368,5
7473,CA-2016-139997,2016-07-01,751,273,551,1603,1499.95,5,0.0,449.985,2
7474,CA-2016-109652,2016-04-10,678,616,202,474,13.568,4,0.2,3.2224,5
7475,CA-2014-167199,2014-01-06,4,498,259,119,2573.82,9,0.0,746.4078,4
7476,CA-2014-167199,2014-01-06,4,498,259,832,609.98,2,0.0,274.491,4
7477,CA-2014-167199,2014-01-06,4,498,259,526,5.48,2,0.0,1.4796,4
7478,CA-2014-167199,2014-01-06,4,498,259,1862,391.98,2,0.0,113.6742,4
7479,CA-2014-167199,2014-01-06,4,498,259,1846,755.96,4,0.0,204.1092,4
7480,CA-2014-167199,2014-01-06,4,498,259,921,31.12,4,0.0,0.3112,4
7481,CA-2014-167199,2014-01-06,4,498,259,1080,6.54,1,0.0,3.0084,4
7482,CA-2016-124583,2016-09-01,804,450,53,869,12.78,1,0.0,5.751,2
7483,CA-2014-113964,2014-09-23,212,402,390,833,18.464,4,0.2,6.924,7
7484,CA-2014-129938,2014-12-15,291,247,464,111,445.802,7,0.3,-108.2662,2
7485,CA-2017-135111,2017-12-28,1235,178,418,628,2.48,1,0.0,0.868,5
7486,CA-2017-135111,2017-12-28,1235,178,418,804,25.9,5,0.0,12.691,5
7487,US-2015-134558,2015-12-19,583,601,354,1088,29.9,5,0.0,14.651,5
7488,US-2015-134558,2015-12-19,583,601,354,1576,2249.91,9,0.0,517.4793,5
7489,US-2015-134558,2015-12-19,583,601,354,356,1053.164,4,0.3,-105.3164,5
7490,CA-2017-157196,2017-11-05,1183,4,90,1207,12.96,2,0.0,6.2208,4
7491,CA-2015-108672,2015-09-10,494,280,64,273,106.68,6,0.0,33.0708,6
7492,US-2017-118598,2017-11-16,1194,159,396,1779,119.94,6,0.0,5.997,0
7493,US-2017-160836,2017-09-11,1132,134,522,1255,10.272,3,0.2,3.21,5
7494,US-2017-160836,2017-09-11,1132,134,522,349,512.19,5,0.3,-65.853,5
7495,US-2017-160836,2017-09-11,1132,134,522,412,1.556,2,0.8,-4.2012,5
7496,CA-2017-121048,2017-07-14,1079,744,108,803,4.448,2,0.2,1.4456,4
7497,CA-2017-121048,2017-07-14,1079,744,108,264,276.69,3,0.0,49.8042,4
7498,CA-2017-121048,2017-07-14,1079,744,108,906,4.96,4,0.0,2.3312,4
7499,CA-2017-121048,2017-07-14,1079,744,108,611,71.92,4,0.0,20.8568,4
7500,CA-2017-121048,2017-07-14,1079,744,108,243,18.84,3,0.0,7.9128,4
7501,CA-2017-121048,2017-07-14,1079,744,108,1484,140.97,3,0.0,19.7358,4
7502,CA-2017-121048,2017-07-14,1079,744,108,1862,470.376,3,0.2,52.9173,4
7503,US-2017-120147,2017-03-30,985,738,64,496,6.08,2,0.0,2.0672,0
7504,US-2017-120147,2017-03-30,985,738,64,1770,164.792,1,0.2,18.5391,0
7505,CA-2016-158043,2016-01-31,616,377,356,882,23.36,2,0.0,11.68,4
7506,US-2017-106579,2017-06-08,1047,120,224,651,12.176,4,0.8,-18.8728,5
7507,CA-2014-115889,2014-11-02,250,693,91,1735,46.384,2,0.2,5.2182,4
7508,CA-2014-115889,2014-11-02,250,693,91,1386,362.92,2,0.0,105.2468,4
7509,US-2017-161935,2017-07-14,1079,388,423,1064,9.248,2,0.2,3.3524,4
7510,US-2017-161935,2017-07-14,1079,388,423,1699,1889.946,9,0.4,-377.9892,4
7511,US-2017-161935,2017-07-14,1079,388,423,1393,62.04,5,0.2,4.653,4
7512,US-2017-161935,2017-07-14,1079,388,423,242,396.92,5,0.2,148.845,4
7513,US-2017-161935,2017-07-14,1079,388,423,1356,239.456,7,0.2,17.9592,4
7514,US-2017-161935,2017-07-14,1079,388,423,630,13.12,5,0.2,2.132,4
7515,US-2017-167920,2017-12-09,1217,388,263,816,29.36,2,0.0,13.5056,3
7516,US-2017-167920,2017-12-09,1217,388,263,380,214.9,5,0.0,62.321,3
7517,US-2017-167920,2017-12-09,1217,388,263,767,15.92,4,0.0,7.4824,3
7518,US-2017-167920,2017-12-09,1217,388,263,1485,146.45,5,0.0,48.3285,3
7519,US-2017-167920,2017-12-09,1217,388,263,1420,15.14,1,0.0,0.6056,3
7520,US-2017-167920,2017-12-09,1217,388,263,1005,5.76,2,0.0,2.6496,3
7521,US-2017-167920,2017-12-09,1217,388,263,1604,1399.98,2,0.0,629.991,3
7522,CA-2016-162383,2016-09-05,808,496,432,751,8.952,2,0.7,-7.46,6
7523,CA-2016-162383,2016-09-05,808,496,432,710,8.856,6,0.7,-6.4944,6
7524,CA-2016-162383,2016-09-05,808,496,432,124,85.246,2,0.3,-1.2178,6
7525,CA-2014-125731,2014-09-10,200,153,451,881,21.728,7,0.2,7.6048,6
7526,CA-2014-125731,2014-09-10,200,153,451,117,1487.04,5,0.2,148.704,6
7527,US-2017-106145,2017-09-26,1147,618,91,852,71.88,6,0.0,33.0648,0
7528,US-2017-106145,2017-09-26,1147,618,91,275,9.24,3,0.0,2.9568,0
7529,US-2017-106145,2017-09-26,1147,618,91,1160,35.88,6,0.0,16.146,0
7530,US-2017-106145,2017-09-26,1147,618,91,731,17.04,3,0.2,5.538,0
7531,US-2017-106145,2017-09-26,1147,618,91,796,931.176,3,0.2,314.2719,0
7532,CA-2016-107146,2016-06-17,738,452,122,220,266.352,3,0.2,-13.3176,2
7533,CA-2016-107146,2016-06-17,738,452,122,131,483.136,4,0.2,54.3528,2
7534,US-2017-134642,2017-02-25,956,725,410,98,196.784,2,0.2,-22.1382,4
7535,US-2017-134642,2017-02-25,956,725,410,48,231.92,5,0.2,5.798,4
7536,US-2017-160143,2017-03-31,986,323,64,1449,29.7,3,0.0,8.019,7
7537,CA-2017-103415,2017-12-03,1211,545,522,170,13.592,2,0.6,-14.2716,5
7538,CA-2016-106460,2016-02-19,632,312,91,1122,70.88,2,0.0,33.3136,3
7539,US-2017-112347,2017-12-02,1210,106,117,1389,114.288,1,0.2,12.8574,4
7540,US-2017-112347,2017-12-02,1210,106,117,787,36.624,8,0.7,-24.416,4
7541,US-2017-112347,2017-12-02,1210,106,117,34,242.352,8,0.7,-363.528,4
7542,US-2017-112347,2017-12-02,1210,106,117,1688,49.616,2,0.2,4.9616,4
7543,US-2017-112347,2017-12-02,1210,106,117,187,508.704,6,0.2,0.0,4
7544,US-2017-112347,2017-12-02,1210,106,117,1853,57.36,6,0.2,-14.34,4
7545,US-2017-112347,2017-12-02,1210,106,117,90,906.68,5,0.2,68.001,4
7546,CA-2014-103492,2014-10-10,229,164,523,1714,719.952,6,0.2,71.9952,5
7547,CA-2014-103492,2014-10-10,229,164,523,1849,755.944,7,0.2,66.1451,5
7548,CA-2014-103492,2014-10-10,229,164,523,839,11.98,5,0.8,-19.168,5
7549,CA-2014-103492,2014-10-10,229,164,523,808,0.898,1,0.8,-1.5715,5
7550,CA-2016-136595,2016-09-05,808,269,522,307,21.204,3,0.6,-11.6622,2
7551,CA-2014-140396,2014-11-20,267,429,390,871,34.74,3,0.0,17.37,5
7552,CA-2014-140396,2014-11-20,267,429,390,1842,833.94,6,0.0,216.8244,5
7553,CA-2014-140396,2014-11-20,267,429,390,783,12.96,3,0.2,4.536,5
7554,CA-2014-140396,2014-11-20,267,429,390,1031,25.92,4,0.0,12.4416,5
7555,CA-2014-114181,2014-05-10,99,18,464,45,349.965,7,0.5,-216.9783,4
7556,CA-2014-114181,2014-05-10,99,18,464,494,22.32,5,0.2,5.301,4
7557,CA-2017-159506,2017-11-27,1205,405,229,1224,158.28,6,0.0,72.8088,5
7558,CA-2017-159506,2017-11-27,1205,405,229,827,497.94,3,0.0,224.073,5
7559,US-2014-137155,2014-11-01,249,219,387,429,533.94,3,0.0,154.8426,4
7560,US-2014-137155,2014-11-01,249,219,387,1075,167.94,3,0.0,82.2906,4
7561,US-2014-137155,2014-11-01,249,219,387,249,31.68,6,0.0,9.8208,4
7562,CA-2016-105746,2016-12-30,914,71,463,56,170.786,1,0.3,0.0,2
7563,US-2016-104815,2016-09-03,806,625,202,37,198.744,4,0.3,0.0,4
7564,CA-2017-157672,2017-10-05,1155,628,117,1506,63.824,2,0.2,13.5626,2
7565,US-2016-166660,2016-01-30,615,735,587,67,435.168,4,0.2,-59.8356,2
7566,US-2016-166660,2016-01-30,615,735,587,4,48.58,1,0.0,7.7728,2
7567,CA-2017-140802,2017-04-21,1004,440,522,1514,47.976,3,0.2,8.3958,2
7568,CA-2017-140802,2017-04-21,1004,440,522,1109,20.736,4,0.2,7.2576,2
7569,CA-2014-133830,2014-12-05,282,648,64,567,26.46,9,0.0,11.907,5
7570,CA-2014-133830,2014-12-05,282,648,64,1101,49.12,4,0.0,23.0864,5
7571,CA-2014-133830,2014-12-05,282,648,64,922,15.0,3,0.0,7.2,5
7572,CA-2014-100916,2014-10-21,240,284,566,1395,194.7,5,0.0,9.735,5
7573,CA-2014-100916,2014-10-21,240,284,566,372,591.32,4,0.0,112.3508,5
7574,CA-2014-100916,2014-10-21,240,284,566,502,2.84,1,0.0,0.8804,5
7575,CA-2015-129532,2015-12-08,572,791,64,1409,221.96,2,0.0,4.4392,4
7576,CA-2015-129532,2015-12-08,572,791,64,1479,236.0,4,0.0,40.12,4
7577,CA-2014-134726,2014-11-02,250,729,587,1459,41.94,2,0.0,15.0984,5
7578,CA-2014-134726,2014-11-02,250,729,587,1739,52.792,1,0.2,4.6193,5
7579,CA-2016-138597,2016-12-18,904,602,347,136,563.94,3,0.0,112.788,3
7580,CA-2015-123113,2015-11-23,558,60,365,384,2625.12,8,0.0,735.0336,4
7581,CA-2015-123113,2015-11-23,558,60,365,636,17.94,3,0.0,4.485,4
7582,CA-2015-169656,2015-08-13,474,264,464,1404,422.856,3,0.2,15.8571,3
7583,CA-2015-142734,2015-04-16,378,225,390,116,127.764,2,0.1,2.8392,5
7584,CA-2014-163223,2014-03-21,57,433,569,1706,3499.93,7,0.0,909.9818,4
7585,CA-2014-163223,2014-03-21,57,433,569,1005,14.4,5,0.0,6.624,4
7586,CA-2014-163223,2014-03-21,57,433,569,1067,122.97,3,0.0,60.2553,4
7587,CA-2014-163223,2014-03-21,57,433,569,524,9.32,4,0.0,2.7028,4
7588,CA-2014-163223,2014-03-21,57,433,569,700,122.94,3,0.0,59.0112,4
7589,CA-2017-122945,2017-11-16,1194,486,85,178,17.31,3,0.0,5.193,6
7590,CA-2015-139738,2015-09-25,508,212,221,624,128.744,7,0.2,12.8744,4
7591,CA-2016-158778,2016-09-05,808,193,464,148,58.248,9,0.2,11.6496,4
7592,CA-2016-158778,2016-09-05,808,193,464,66,71.246,2,0.3,-19.3382,4
7593,CA-2016-158778,2016-09-05,808,193,464,498,7.872,3,0.2,0.5904,4
7594,CA-2016-158778,2016-09-05,808,193,464,54,887.271,3,0.3,-63.3765,4
7595,CA-2017-119655,2017-04-20,1003,183,296,719,146.86,7,0.0,70.4928,4
7596,CA-2017-119655,2017-04-20,1003,183,296,675,36.56,4,0.0,18.28,4
7597,CA-2015-164567,2015-06-15,429,303,64,1755,225.576,3,0.2,22.5576,4
7598,CA-2014-131947,2014-09-17,207,340,457,521,5.248,2,0.2,0.4592,5
7599,CA-2014-131947,2014-09-17,207,340,457,484,38.256,3,0.2,4.782,5
7600,CA-2014-131947,2014-09-17,207,340,457,1034,40.24,5,0.2,13.078,5
7601,CA-2014-131947,2014-09-17,207,340,457,1669,29.925,5,0.7,-21.945,5
7602,CA-2014-131947,2014-09-17,207,340,457,1201,148.704,6,0.2,46.47,5
7603,CA-2014-131947,2014-09-17,207,340,457,1589,55.92,10,0.2,16.776,5
7604,CA-2016-152520,2016-07-08,756,751,468,1036,12.96,2,0.0,6.2208,4
7605,CA-2016-101791,2016-05-27,719,108,202,252,25.176,3,0.6,-33.3582,4
7606,CA-2016-101791,2016-05-27,719,108,202,216,5.584,2,0.6,-1.6752,4
7607,CA-2016-101791,2016-05-27,719,108,202,1344,1297.368,9,0.2,97.3026,4
7608,CA-2017-121195,2017-12-24,1231,576,511,1306,264.32,2,0.2,19.824,3
7609,CA-2017-163209,2017-05-03,1016,519,91,1087,25.92,4,0.0,12.4416,4
7610,CA-2017-163209,2017-05-03,1016,519,91,591,22.96,7,0.0,6.6584,4
7611,CA-2014-133354,2014-02-22,39,664,69,1128,19.44,3,0.0,9.3312,2
